x,y,vorticity
 0.15625,   0.02343750,   0.13788683
 0.16406,   0.02343750,   0.15201294
 0.17188,   0.02343750,   0.16663650
 0.17969,   0.02343750,   0.18170966
 0.18750,   0.02343750,   0.19718466
 0.19531,   0.02343750,   0.21301417
 0.20312,   0.02343750,   0.22915145
 0.21094,   0.02343750,   0.24555057
 0.21875,   0.02343750,   0.26216641
 0.22656,   0.02343750,   0.27895482
 0.23438,   0.02343750,   0.29587252
 0.24219,   0.02343750,   0.31287718
 0.25000,   0.02343750,   0.32992734
 0.25781,   0.02343750,   0.34698241
 0.26562,   0.02343750,   0.36400253
 0.27344,   0.02343750,   0.38094861
 0.28125,   0.02343750,   0.39778219
 0.28906,   0.02343750,   0.41446541
 0.29688,   0.02343750,   0.43096091
 0.30469,   0.02343750,   0.44723183
 0.31250,   0.02343750,   0.46324171
 0.32031,   0.02343750,   0.47895448
 0.32812,   0.02343750,   0.49433439
 0.33594,   0.02343750,   0.50934606
 0.34375,   0.02343750,   0.52395436
 0.35156,   0.02343750,   0.53812456
 0.35938,   0.02343750,   0.55182218
 0.36719,   0.02343750,   0.56501319
 0.37500,   0.02343750,   0.57766391
 0.38281,   0.02343750,   0.58974116
 0.39062,   0.02343750,   0.60121225
 0.39844,   0.02343750,   0.61204516
 0.40625,   0.02343750,   0.62220852
